id	tname	datecollected	latitude	longitude	depth	temperature	salinity	nitrate	oxygen	phosphate	silicate
727853322	Scyliorhinus canicula	04/03/1992	57.7333	-5.9167	155						
727853389	Scyliorhinus canicula	22/11/1992	55.8333	-7.7667	140						
727853397	Scyliorhinus canicula	22/11/1992	55.8333	-7.7667	140						
727853565	Scyliorhinus canicula	08/03/1992	56.2167	-9.15	180	9.786	35.378	12.039	5.898	0.75	4.469
727854320	Squalus acanthias	03/03/1992	58.3833	-5.7167	110	9.5	35.177	9.112	5.993	0.651	3.645
727853806	Scyliorhinus canicula	14/03/1992	56.75	-9.0167	220	9.786	35.378	12.039	5.898	0.75	4.469
728122882	Scyliorhinus canicula	05/03/2010	55.997	-7.2383	120						
728122746	Scyliorhinus canicula	06/03/2010	56.3417	-8.4922	160	9.738	35.361	10.914	5.868	0.707	4.143
728122749	Scyliorhinus canicula	06/03/2010	56.3417	-8.4922	160	9.738	35.361	10.914	5.868	0.707	4.143
727851951	Raja montagui	02/12/2007	59.2413	-4.2832	100	9.02	35.216	9.449	6.1	0.691	4.053
728122847	Scyliorhinus canicula	05/03/2010	55.997	-7.2383	120						
728122863	Scyliorhinus canicula	05/03/2010	55.997	-7.2383	120						
727852625	Raja montagui	13/03/1992	58.7667	-6.1667	110						
728123269	Scyliorhinus canicula	22/02/2010	59.24	-6.4907	150	9.144	35.339	12.103	6.136	0.773	5.105
727853805	Scyliorhinus canicula	14/03/1992	56.75	-9.0167	220	9.786	35.378	12.039	5.898	0.75	4.469
727853272	Scyliorhinus canicula	03/03/1992	58.3833	-5.7167	110	9.5	35.177	9.112	5.993	0.651	3.645
727853394	Scyliorhinus canicula	22/11/1992	55.8333	-7.7667	140						
727853559	Scyliorhinus canicula	08/03/1992	55.8167	-7.8	138						
727853585	Scyliorhinus canicula	08/03/1992	56.2167	-9.15	180	9.786	35.378	12.039	5.898	0.75	4.469
727853642	Scyliorhinus canicula	08/03/1992	56.25	-8.3833	147	9.738	35.361	10.914	5.868	0.707	4.143
727853711	Scyliorhinus canicula	12/03/1992	58.4333	-6.0333	97						
727854379	Squalus acanthias	25/11/1992	52.7333	-10.7	122	9.873	35.399	8.089	6.006	0.673	3.006
727854390	Squalus acanthias	08/03/1992	56.25	-8.3833	147	9.738	35.361	10.914	5.868	0.707	4.143
728125961	Scyliorhinus canicula	20/11/2009	55.5123	-7.0463	70						
728126662	Scyliorhinus canicula	13/11/2009	55.6373	-8.8833	100	10.091	35.319	9.886	5.907	0.685	4.255
728126720	Scyliorhinus canicula	13/11/2009	55.6373	-8.8833	100	10.091	35.319	9.886	5.907	0.685	4.255
728126725	Scyliorhinus canicula	13/11/2009	55.6373	-8.8833	100	10.091	35.319	9.886	5.907	0.685	4.255
728127182	Scyliorhinus canicula	12/03/2009	58.7787	-6.144	115						
728127220	Scyliorhinus canicula	11/03/2009	59.3445	-5.1792	120	9.061	35.292	11.758	6.082	0.78	4.956
727860658	Scyliorhinus canicula	15/11/2007	59.2503	-6.6098	180	9.048	35.347	12.9	6.044	0.785	5.628
728127229	Scyliorhinus canicula	11/03/2009	59.3445	-5.1792	120	9.061	35.292	11.758	6.082	0.78	4.956
727860882	Scyliorhinus canicula	18/11/2007	57.7038	-9.0895	150	9.707	35.373	11.122	5.968	0.723	4.729
727861283	Scyliorhinus canicula	20/11/2007	55.4643	-9.2737	135	10.058	35.382	10.273	5.908	0.697	4.322
728127995	Raja montagui	20/11/2009	55.5123	-7.0463	70						
727861398	Scyliorhinus canicula	22/03/2007	55.1788	-10.0548	385	9.693	35.404	12.772	5.86	0.836	5.565
727861384	Scyliorhinus canicula	22/03/2007	55.4658	-9.2533	130	10.058	35.382	10.273	5.908	0.697	4.322
728128058	Raja montagui	08/11/2009	59.3938	-5.2622	110	9.143	35.225	10.021	6.095	0.7	4.143
727861422	Scyliorhinus canicula	22/03/2007	55.4658	-9.2533	130	10.058	35.382	10.273	5.908	0.697	4.322
727861485	Scyliorhinus canicula	22/03/2007	55.1788	-10.0548	385	9.693	35.404	12.772	5.86	0.836	5.565
727838397	Scyliorhinus canicula	05/12/1991	51.25	-9.5167	96						
727862162	Scyliorhinus canicula	25/03/2007	56.1947	-7.351	99	9.732	35.183	10.14	5.823	0.669	3.744
727838807	Scyliorhinus canicula	14/03/1991	57.9167	-6.2	78						
727839214	Squalus acanthias	01/12/1991	56.35	-8.5333	135	9.827	35.35	10.437	5.857	0.712	4.627
727839513	Squalus acanthias	09/03/1991	58.3667	-5.95	85	9.686	35.123	7.412	6.089	0.585	3.411
727839624	Squalus acanthias	12/12/1991	55.75	-9.1	124	10.058	35.382	10.273	5.908	0.697	4.322
727839742	Squalus acanthias	14/03/1991	58	-5.8	102	9.5	35.177	9.112	5.993	0.651	3.645
727860802	Scyliorhinus canicula	17/11/2007	58.0562	-9.0327	185	9.419	35.364	11.673	5.949	0.764	5.292
727860791	Scyliorhinus canicula	17/11/2007	58.0562	-9.0327	185	9.419	35.364	11.673	5.949	0.764	5.292
727860862	Scyliorhinus canicula	18/11/2007	57.7038	-9.0895	150	9.707	35.373	11.122	5.968	0.723	4.729
727861109	Scyliorhinus canicula	21/03/2007	56.3255	-8.4468	159	9.738	35.361	10.914	5.868	0.707	4.143
727861281	Scyliorhinus canicula	20/11/2007	55.4643	-9.2737	135	10.058	35.382	10.273	5.908	0.697	4.322
727861284	Scyliorhinus canicula	20/11/2007	55.4643	-9.2737	135	10.058	35.382	10.273	5.908	0.697	4.322
727861682	Galeus melastomus	10/03/1993	56.6	-8.4	160	9.738	35.361	10.914	5.868	0.707	4.143
727862444	Scyliorhinus canicula	27/03/2007	59.5643	-5.132	139	9.047	35.338	12.183	6.158	0.777	5.117
727868289	Scyliorhinus canicula	29/11/2007	58.772	-6.1445	120						
727868281	Scyliorhinus canicula	29/11/2007	58.772	-6.1445	120						
727868439	Scyliorhinus canicula	02/12/2007	59.2505	-4.8597	120	8.875	35.279	11.318	6.101	0.776	4.871
728136018	Scyliorhinus canicula	20/11/2003	53.9422	-3.772	38						
727869146	Raja montagui	22/11/1993	57.3	-8.4667	150	9.75	35.39	10.833	5.939	0.697	4.848
727869840	Scyliorhinus canicula	23/11/1993	56.2167	-7.1833	91	9.732	35.183	10.14	5.823	0.669	3.744
727869858	Scyliorhinus canicula	23/11/1993	55.9565	-7.831	110						
727869943	Scyliorhinus canicula	09/03/1993	55.45	-9.2167	140	10.09	35.412	10.361	5.922	0.691	4.269
727870036	Scyliorhinus canicula	24/11/1993	54.5667	-10.2	117	10.116	35.395	10.567	5.918	0.727	3.4
728137707	Dipturus batis	22/11/2009	57.1467	-7.0028	135						
727847180	Leucoraja circularis	08/03/1992	56.2167	-9.15	180	9.786	35.378	12.039	5.898	0.75	4.469
727870802	Squalus acanthias	22/11/1993	57.3	-9.15	146	9.707	35.373	11.122	5.968	0.723	4.729
727870783	Squalus acanthias	22/11/1993	57.3	-9.15	146	9.707	35.373	11.122	5.968	0.723	4.729
727870829	Squalus acanthias	23/11/1993	56.2167	-7.1833	91	9.732	35.183	10.14	5.823	0.669	3.744
727961541	Dipturus batis	20/11/2005	58.2975	-9.121	350	9.171	35.346	12.653	5.935	0.81	5.601
727870039	Scyliorhinus canicula	24/11/1993	54.5667	-10.2	117	10.116	35.395	10.567	5.918	0.727	3.4
727853392	Scyliorhinus canicula	22/11/1992	55.8333	-7.7667	140						
727868433	Scyliorhinus canicula	02/12/2007	59.2505	-4.8597	120	8.875	35.279	11.318	6.101	0.776	4.871
727867602	Scyliorhinus canicula	26/11/2007	55.8243	-8.3	140						
727867854	Scyliorhinus canicula	27/03/2007	59.5643	-5.132	139	9.047	35.338	12.183	6.158	0.777	5.117
727868406	Scyliorhinus canicula	02/12/2007	59.2413	-4.2832	100	9.02	35.216	9.449	6.1	0.691	4.053
727868703	Raja brachyura	22/11/1993	57.3	-8.4667	150	9.75	35.39	10.833	5.939	0.697	4.848
727869777	Scyliorhinus canicula	22/11/1993	57.3	-9.15	146	9.707	35.373	11.122	5.968	0.723	4.729
727869851	Scyliorhinus canicula	23/11/1993	55.9565	-7.831	110						
727869939	Scyliorhinus canicula	09/03/1993	55.45	-9.2167	140	10.09	35.412	10.361	5.922	0.691	4.269
727870936	Squalus acanthias	10/03/1993	56.25	-8.3833	143	9.738	35.361	10.914	5.868	0.707	4.143
727852627	Raja montagui	13/03/1992	58.7667	-6.1667	110						
727853611	Scyliorhinus canicula	08/03/1992	56.25	-8.3833	147	9.738	35.361	10.914	5.868	0.707	4.143
728144100	Scyliorhinus canicula	09/03/2008	56.6115	-7.383	182						
728144051	Scyliorhinus canicula	13/11/2008	58.0575	-9.0283	185	9.419	35.364	11.673	5.949	0.764	5.292
728144059	Scyliorhinus canicula	13/11/2008	58.0575	-9.0283	185	9.419	35.364	11.673	5.949	0.764	5.292
728144173	Scyliorhinus canicula	12/11/2008	58.3992	-7.8797	130	9.773	35.388	11.215	5.921	0.747	4.482
727853750	Scyliorhinus canicula	13/03/1992	58.7667	-6.1667	110						
728144210	Scyliorhinus canicula	07/03/2008	58.4623	-6.008	96						
727853972	Scyliorhinus canicula	05/12/1992	59.5667	-5.1167	136	9.061	35.292	11.758	6.082	0.78	4.956
728144591	Scyliorhinus canicula	03/03/2008	59.348	-5.1307	126	9.061	35.292	11.758	6.082	0.78	4.956
728144590	Scyliorhinus canicula	03/03/2008	59.348	-5.1307	126	9.061	35.292	11.758	6.082	0.78	4.956
728144548	Scyliorhinus canicula	03/03/2008	59.348	-5.1307	126	9.061	35.292	11.758	6.082	0.78	4.956
727854314	Squalus acanthias	03/03/1992	58.3833	-5.7167	110	9.5	35.177	9.112	5.993	0.651	3.645
727854460	Squalus acanthias	02/12/1992	54.5333	-9.6667	95						
727876114	Galeus melastomus	19/03/1994	56.2333	-8.35	164	9.738	35.361	10.914	5.868	0.707	4.143
727877264	Leucoraja naevus	19/03/1994	56.2333	-8.35	164	9.738	35.361	10.914	5.868	0.707	4.143
727883831	Scyliorhinus canicula	03/12/1994	55.8167	-7.6333	120						
727860881	Scyliorhinus canicula	18/11/2007	57.7038	-9.0895	150	9.707	35.373	11.122	5.968	0.723	4.729
727860877	Scyliorhinus canicula	18/11/2007	57.7038	-9.0895	150	9.707	35.373	11.122	5.968	0.723	4.729
727861434	Scyliorhinus canicula	22/03/2007	55.4658	-9.2533	130	10.058	35.382	10.273	5.908	0.697	4.322
727861493	Scyliorhinus canicula	22/03/2007	55.1788	-10.0548	385	9.693	35.404	12.772	5.86	0.836	5.565
728151832	Scyliorhinus canicula	20/11/2002	54.5455	-9.6518	105						
727883007	Raja montagui	17/03/1994	56.4982	-7.5213	150						
727883885	Scyliorhinus canicula	25/03/1994	58.6167	-7.3	98	9.818	35.289	10.42	5.916	0.688	3.963
727867584	Scyliorhinus canicula	26/11/2007	55.8243	-8.3	140						
727868274	Scyliorhinus canicula	29/11/2007	58.772	-6.1445	120						
727868255	Scyliorhinus canicula	29/11/2007	58.772	-6.1445	120						
727868448	Scyliorhinus canicula	02/12/2007	59.2505	-4.8597	120	8.875	35.279	11.318	6.101	0.776	4.871
727868390	Scyliorhinus canicula	02/12/2007	59.2505	-4.8597	120	8.875	35.279	11.318	6.101	0.776	4.871
727868435	Scyliorhinus canicula	02/12/2007	59.2505	-4.8597	120	8.875	35.279	11.318	6.101	0.776	4.871
727869829	Scyliorhinus canicula	23/11/1993	56.2167	-7.1833	91	9.732	35.183	10.14	5.823	0.669	3.744
727869813	Scyliorhinus canicula	23/11/1993	56.2167	-7.1833	91	9.732	35.183	10.14	5.823	0.669	3.744
727869846	Scyliorhinus canicula	23/11/1993	55.9565	-7.831	110						
727869837	Scyliorhinus canicula	23/11/1993	56.2167	-7.1833	91	9.732	35.183	10.14	5.823	0.669	3.744
727869857	Scyliorhinus canicula	23/11/1993	55.9565	-7.831	110						
727869919	Scyliorhinus canicula	09/03/1993	55.45	-9.2167	140	10.09	35.412	10.361	5.922	0.691	4.269
727890259	Scyliorhinus canicula	26/11/2002	55.3932	-6.7545	82						
727870832	Squalus acanthias	23/11/1993	56.2167	-7.1833	91	9.732	35.183	10.14	5.823	0.669	3.744
727870833	Squalus acanthias	23/11/1993	56.2167	-7.1833	91	9.732	35.183	10.14	5.823	0.669	3.744
728161666	Mustelus asterias	22/02/2010	59.24	-6.4907	150	9.144	35.339	12.103	6.136	0.773	5.105
728166042	Scyliorhinus canicula	13/03/2002	57.581	-8.5035	162	9.75	35.39	10.833	5.939	0.697	4.848
727897175	Raja montagui	20/03/2006	54.24	-5.3847	50						
727897173	Raja montagui	26/03/2006	56.5607	-7.3217	150						
728165176	Scyliorhinus canicula	20/11/2002	55.3405	-8.4738	97	10.091	35.319	9.886	5.907	0.685	4.255
727898487	Raja clavata	01/11/1995	57.7167	-9.0667	150	9.707	35.373	11.122	5.968	0.723	4.729
727899166	Scyliorhinus canicula	01/11/1995	57.3	-9.15	150	9.707	35.373	11.122	5.968	0.723	4.729
727899323	Scyliorhinus canicula	27/03/1995	55.45	-9.2167	120	10.058	35.382	10.273	5.908	0.697	4.322
727897006	Scyliorhinus canicula	22/11/2004	55.3967	-6.7527	75						
727897192	Raja montagui	02/12/2006	55.9862	-7.2508	113						
727899339	Scyliorhinus canicula	27/03/1995	55.45	-9.2167	120	10.058	35.382	10.273	5.908	0.697	4.322
727898545	Raja clavata	14/11/1995	54.2833	-10.3167	108	10.225	35.396	10.11	5.934	0.713	3.485
727898589	Raja montagui	05/04/1995	58.6	-5.6	112	9.5	35.177	9.112	5.993	0.651	3.645
727901698	Squalus acanthias	01/11/1995	57.3	-9.15	150	9.707	35.373	11.122	5.968	0.723	4.729
727901227	Scyliorhinus canicula	05/04/1995	58.6	-5.6	112	9.5	35.177	9.112	5.993	0.651	3.645
727883682	Scyliorhinus canicula	19/03/1994	56.2333	-8.35	164	9.738	35.361	10.914	5.868	0.707	4.143
727883822	Scyliorhinus canicula	03/12/1994	55.8167	-7.6333	120						
727926151	Dipturus batis	11/12/1997	58	-5.7833	125						
727908376	Scyliorhinus canicula	23/11/2006	58.0772	-9.0087	193	9.419	35.364	11.673	5.949	0.764	5.292
727908675	Scyliorhinus canicula	25/11/2006	55.6497	-8.909	107	10.091	35.319	9.886	5.907	0.685	4.255
727908446	Scyliorhinus canicula	23/11/2006	57.8843	-9.4665	310	9.559	35.377	11.679	5.921	0.775	5.043
727908448	Scyliorhinus canicula	23/11/2006	57.8843	-9.4665	310	9.559	35.377	11.679	5.921	0.775	5.043
728176763	Raja clavata	20/03/2006	54.24	-5.3847	50						
727908153	Scyliorhinus canicula	21/11/2006	57.9362	-6.2082	89						
727908557	Scyliorhinus canicula	18/03/2006	55.7962	-9.0942	141	10.09	35.412	10.361	5.922	0.691	4.269
727889567	Scyliorhinus canicula	18/11/2002	55.122	-9.3735	150	10.09	35.412	10.361	5.922	0.691	4.269
727912327	Scyliorhinus canicula	25/03/2006	56.192	-7.3748	102	9.732	35.183	10.14	5.823	0.669	3.744
727912324	Scyliorhinus canicula	27/03/2006	58.0992	-6.173	123						
727890903	Leucoraja naevus	28/03/1995	56.2333	-8.3833	160	9.738	35.361	10.914	5.868	0.707	4.143
728181585	Scyliorhinus canicula	07/03/2004	59.2467	-6.4873	160	9.144	35.339	12.103	6.136	0.773	5.105
727912146	Scyliorhinus canicula	15/03/2002	59.256	-6.4513	168	9.144	35.339	12.103	6.136	0.773	5.105
727912340	Scyliorhinus canicula	25/03/2006	56.192	-7.3748	102	9.732	35.183	10.14	5.823	0.669	3.744
728182884	Raja clavata	16/11/2003	57.7082	-9.0883	154	9.707	35.373	11.122	5.968	0.723	4.729
727918496	Raja clavata	09/03/1996	57.6333	-8.5167	155	9.75	35.39	10.833	5.939	0.697	4.848
727919316	Scyliorhinus canicula	07/11/1996	56.6	-8.4	162	9.738	35.361	10.914	5.868	0.707	4.143
727919380	Scyliorhinus canicula	07/11/1996	56.35	-8.5167	140	9.738	35.361	10.914	5.868	0.707	4.143
727919398	Scyliorhinus canicula	07/11/1996	56.35	-8.5167	140	9.738	35.361	10.914	5.868	0.707	4.143
727897228	Raja montagui	05/12/2006	59.2563	-6.4333	162	9.144	35.339	12.103	6.136	0.773	5.105
727919680	Scyliorhinus canicula	10/11/1996	54.2833	-10.3167	125	10.116	35.395	10.567	5.918	0.727	3.4
727921063	Squalus acanthias	07/11/1996	56.6	-8.4	162	9.738	35.361	10.914	5.868	0.707	4.143
727921054	Squalus acanthias	07/11/1996	56.6	-8.4	162	9.738	35.361	10.914	5.868	0.707	4.143
727921276	Squalus acanthias	23/03/1996	59.45	-3.8833	155						
727899317	Scyliorhinus canicula	27/03/1995	55.45	-9.2167	120	10.058	35.382	10.273	5.908	0.697	4.322
727921346	Squalus acanthias	24/03/1996	58.3833	-5.6167	110	9.5	35.177	9.112	5.993	0.651	3.645
727899291	Scyliorhinus canicula	27/03/1995	55.45	-9.2167	120	10.058	35.382	10.273	5.908	0.697	4.322
727921350	Squalus acanthias	24/03/1996	58.3833	-5.6167	110	9.5	35.177	9.112	5.993	0.651	3.645
727919574	Scyliorhinus canicula	09/03/1996	57.7333	-9.0833	154	9.707	35.373	11.122	5.968	0.723	4.729
727919510	Scyliorhinus canicula	09/11/1996	55.8333	-7.75	140						
727919955	Scyliorhinus canicula	15/03/1996	53.85	-4.8167	107						
727920250	Scyliorhinus canicula	19/11/1996	57.3	-9.15	144	9.707	35.373	11.122	5.968	0.723	4.729
727920384	Scyliorhinus canicula	20/11/1996	58.05	-9.0167	200	9.419	35.364	11.673	5.949	0.764	5.292
727920460	Scyliorhinus canicula	24/03/1996	58.3833	-5.6167	110	9.5	35.177	9.112	5.993	0.651	3.645
727901748	Squalus acanthias	28/03/1995	56.6167	-8.4	148	9.738	35.361	10.914	5.868	0.707	4.143
728191316	Raja clavata	14/03/2011	57.1542	-6.3922	108						
728191808	Scyliorhinus canicula	05/03/2010	55.8157	-8.2057	145						
727921154	Squalus acanthias	10/11/1996	54.2833	-10.3167	125	10.116	35.395	10.567	5.918	0.727	3.4
727921172	Squalus acanthias	10/11/1996	54.5333	-9.65	100						
727921153	Squalus acanthias	10/11/1996	54.2833	-10.3167	125	10.116	35.395	10.567	5.918	0.727	3.4
728192028	Raja montagui	11/03/2009	59.3445	-5.1792	120	9.061	35.292	11.758	6.082	0.78	4.956
727927514	Scyliorhinus canicula	26/11/2003	55.402	-9.277	120	10.058	35.382	10.273	5.908	0.697	4.322
727779600	Scyliorhinus canicula	30/11/2003	58.3472	-5.908	110	9.5	35.177	9.112	5.993	0.651	3.645
727908042	Scyliorhinus canicula	21/11/2006	57.9362	-6.2082	89						
727780048	Galeus melastomus	26/11/2007	55.8243	-8.3	140						
727908382	Scyliorhinus canicula	23/11/2006	58.0772	-9.0087	193	9.419	35.364	11.673	5.949	0.764	5.292
727930555	Squalus acanthias	26/03/2006	56.5607	-7.3217	150						
727908488	Scyliorhinus canicula	02/12/2006	55.9862	-7.2508	113						
727908765	Scyliorhinus canicula	25/11/2006	55.6497	-8.909	107	10.091	35.319	9.886	5.907	0.685	4.255
727908671	Scyliorhinus canicula	25/11/2006	55.6497	-8.909	107	10.091	35.319	9.886	5.907	0.685	4.255
727927253	Scyliorhinus canicula	26/11/2003	55.402	-9.277	120	10.058	35.382	10.273	5.908	0.697	4.322
727931940	Scyliorhinus canicula	19/11/2004	55.8325	-9.0145	136	10.058	35.382	10.273	5.908	0.697	4.322
727932356	Scyliorhinus canicula	27/11/2004	55.9885	-7.2455	110						
727932947	Leucoraja naevus	26/02/1997	59.4167	-3.95	142						
727930136	Squalus acanthias	21/11/2006	57.9362	-6.2082	89						
727783750	Leucoraja naevus	27/03/2007	59.022	-5.8675	84	9.309	35.188	8.788	6.167	0.644	3.752
727912130	Scyliorhinus canicula	23/03/2006	54.6207	-4.0643	53						
727912429	Scyliorhinus canicula	26/03/2006	56.5607	-7.3217	150						
727931933	Scyliorhinus canicula	19/11/2004	55.8325	-9.0145	136	10.058	35.382	10.273	5.908	0.697	4.322
727934624	Scyliorhinus canicula	27/11/2004	55.9885	-7.2455	110						
727918494	Raja clavata	09/03/1996	57.6333	-8.5167	155	9.75	35.39	10.833	5.939	0.697	4.848
727790132	Scyliorhinus canicula	17/01/1985	56.2333	-8.3833	155	9.738	35.361	10.914	5.868	0.707	4.143
727790128	Scyliorhinus canicula	17/01/1985	56.2333	-8.3833	155	9.738	35.361	10.914	5.868	0.707	4.143
727790255	Scyliorhinus canicula	21/01/1985	57.75	-6.0167	145						
727919698	Scyliorhinus canicula	10/11/1996	54.2833	-10.3167	125	10.116	35.395	10.567	5.918	0.727	3.4
727790807	Squalus acanthias	15/01/1985	58.45	-5.8667	59	9.926	35.068	6.37	6.155	0.538	3.125
727919961	Scyliorhinus canicula	15/03/1996	53.85	-4.8167	107						
727921331	Squalus acanthias	24/03/1996	58.3833	-5.6167	110	9.5	35.177	9.112	5.993	0.651	3.645
727947634	Scyliorhinus canicula	10/12/1997	56.75	-6.9667	140						
727947057	Scyliorhinus canicula	05/03/1997	53.9833	-3.7333	35						
727947364	Scyliorhinus canicula	10/03/1997	55.8333	-7.75	142						
727947354	Scyliorhinus canicula	10/03/1997	55.8333	-7.75	142						
727947686	Scyliorhinus canicula	11/12/1997	57.9167	-6.2	90						
727948744	Squalus acanthias	14/03/1997	58	-5.7833	116						
727796987	Scyliorhinus canicula	11/03/1988	58.4667	-8.1667	153	9.55	35.363	11.325	6.018	0.737	4.935
727796871	Scyliorhinus canicula	07/03/1988	55.25	-8.8	94	10.091	35.319	9.886	5.907	0.685	4.255
727797166	Scyliorhinus canicula	20/03/1988	58.2667	-6.0167	115						
727797205	Scyliorhinus canicula	21/03/1988	58.8883	-3.8367	90						
727947147	Scyliorhinus canicula	01/12/1997	54.2833	-10.3167	115	10.116	35.395	10.567	5.918	0.727	3.4
727947274	Scyliorhinus canicula	10/03/1997	56.15	-9.1	180	9.786	35.378	12.039	5.898	0.75	4.469
727947289	Scyliorhinus canicula	10/03/1997	56.15	-9.1	180	9.786	35.378	12.039	5.898	0.75	4.469
727947344	Scyliorhinus canicula	10/03/1997	55.8333	-7.75	142						
727947435	Scyliorhinus canicula	06/12/1997	53.8	-4.9167	104						
727947426	Scyliorhinus canicula	06/12/1997	53.8	-4.9167	104						
727947416	Scyliorhinus canicula	04/12/1997	52.7	-5.8167	70	10.036	34.621	6.121	5.952	0.511	5.452
727930681	Squalus acanthias	04/12/2006	58.5547	-5.5947	138						
727948735	Squalus acanthias	11/12/1997	57.7167	-5.9667	150						
727954847	Scyliorhinus canicula	21/03/2004	56.4638	-7.4782	140						
727954966	Scyliorhinus canicula	12/11/2004	58.6642	-4.2195	89						
727954611	Squalus acanthias	19/03/2004	56.3572	-8.5115	157	9.738	35.361	10.914	5.868	0.707	4.143
727963947	Galeus melastomus	26/03/2005	56.4583	-7.4752	140						
727968938	Scyliorhinus canicula	23/11/2004	54.0973	-4.0567	40						
727814986	Raja clavata	20/03/1990	56.4167	-6.7333	83						
727815692	Scyliorhinus canicula	01/12/1990	56.2333	-7.7167	135	9.645	35.299	10.524	5.785	0.734	4.677
727815905	Scyliorhinus canicula	11/03/1990	58.3833	-5.9667	115						
727815918	Scyliorhinus canicula	11/03/1990	58.3833	-5.9667	115						
727947284	Scyliorhinus canicula	10/03/1997	56.15	-9.1	180	9.786	35.378	12.039	5.898	0.75	4.469
727816761	Squalus acanthias	17/03/1990	58.4	-5.55	112	9.5	35.177	9.112	5.993	0.651	3.645
727947291	Scyliorhinus canicula	10/03/1997	56.15	-9.1	180	9.786	35.378	12.039	5.898	0.75	4.469
727816781	Squalus acanthias	17/03/1990	58.4	-5.55	112	9.5	35.177	9.112	5.993	0.651	3.645
727947531	Scyliorhinus canicula	12/03/1997	57.6167	-9.1	145	9.707	35.373	11.122	5.968	0.723	4.729
727947742	Scyliorhinus canicula	14/12/1997	59.2333	-4.0333	114	8.875	35.279	11.318	6.101	0.776	4.871
727947689	Scyliorhinus canicula	11/12/1997	58	-5.7833	125						
727974176	Scyliorhinus canicula	18/11/2004	56.9493	-9.0513	140	9.836	35.378	10.854	5.929	0.711	4.394
727948635	Squalus acanthias	01/12/1997	54.2833	-10.3167	115	10.116	35.395	10.567	5.918	0.727	3.4
727972958	Scyliorhinus canicula	02/12/2004	59.6098	-5.1417	140	9.047	35.338	12.183	6.158	0.777	5.117
727973331	Scyliorhinus canicula	02/12/2004	59.6098	-5.1417	140	9.047	35.338	12.183	6.158	0.777	5.117
727965532	Scyliorhinus canicula	23/11/2004	54.0973	-4.0567	40						
727974206	Scyliorhinus canicula	07/03/2004	58.527	-8.0373	160	9.55	35.363	11.325	6.018	0.737	4.935
727974203	Scyliorhinus canicula	07/03/2004	58.527	-8.0373	160	9.55	35.363	11.325	6.018	0.737	4.935
727976611	Scyliorhinus canicula	01/12/2002	58.7962	-6.1797	120						
727969367	Scyliorhinus canicula	07/03/2004	59.2467	-6.4873	160	9.144	35.339	12.103	6.136	0.773	5.105
727969739	Dipturus batis	29/11/2007	58.5582	-5.5758	120						
727822978	Galeus melastomus	01/12/1991	56.35	-8.5333	135	9.827	35.35	10.437	5.857	0.712	4.627
727978977	Squalus acanthias	18/11/2007	57.2838	-8.4717	140	9.75	35.39	10.833	5.939	0.697	4.848
727954997	Scyliorhinus canicula	21/03/2004	56.4638	-7.4782	140						
727979086	Squalus acanthias	26/11/2007	55.8243	-8.3	140						
727979193	Squalus acanthias	28/11/2007	57.1288	-6.6603	120						
727824025	Leucoraja naevus	12/12/1991	55.75	-9.1	124	10.058	35.382	10.273	5.908	0.697	4.322
727958691	Leucoraja naevus	18/11/1998	55.3167	-8.4667	94	10.091	35.319	9.886	5.907	0.685	4.255
727958688	Leucoraja naevus	17/11/1998	54.5167	-9.6333	101						
727839741	Squalus acanthias	14/03/1991	58	-5.8	102	9.5	35.177	9.112	5.993	0.651	3.645
727976610	Scyliorhinus canicula	01/12/2002	58.7962	-6.1797	120						
727976600	Scyliorhinus canicula	01/12/2002	58.7962	-6.1797	120						
727960484	Scyliorhinus canicula	28/11/2003	56.7753	-8.5802	116	9.827	35.35	10.437	5.857	0.712	4.627
727976621	Scyliorhinus canicula	01/12/2002	58.7962	-6.1797	120						
727838530	Scyliorhinus canicula	09/03/1991	58	-5.7833	118						
727838532	Scyliorhinus canicula	09/03/1991	58	-5.7833	118						
727838887	Scyliorhinus canicula	15/03/1991	58.8167	-3.7	84						
727838844	Scyliorhinus canicula	14/03/1991	58.3833	-5.6667	110	9.5	35.177	9.112	5.993	0.651	3.645
727839272	Squalus acanthias	02/12/1991	54.5667	-10.2	115	10.116	35.395	10.567	5.918	0.727	3.4
727839219	Squalus acanthias	01/12/1991	56.35	-8.5333	135	9.827	35.35	10.437	5.857	0.712	4.627
727851834	Raja montagui	22/11/2007	54.4668	-8.807	60						
727851953	Raja montagui	02/12/2007	59.2413	-4.2832	100	9.02	35.216	9.449	6.1	0.691	4.053
727851947	Raja montagui	02/12/2007	59.2413	-4.2832	100	9.02	35.216	9.449	6.1	0.691	4.053
727852621	Raja montagui	12/03/1992	58.4333	-6.0333	97						
727987132	Raja montagui	21/11/1998	53.3833	-5.8833	48	10.4	34.355	6.989	6.148	0.591	4.593
727987130	Raja montagui	21/11/1998	53.3833	-5.8833	48	10.4	34.355	6.989	6.148	0.591	4.593
727853273	Scyliorhinus canicula	03/03/1992	58.3833	-5.7167	110	9.5	35.177	9.112	5.993	0.651	3.645
727988311	Scyliorhinus canicula	21/11/1998	53.3833	-5.8833	48	10.4	34.355	6.989	6.148	0.591	4.593
727988367	Scyliorhinus canicula	01/03/1998	56.75	-9.0167	258	9.811	35.396	11.589	5.873	0.772	4.605
